# CMS \\(2018)  (HNLimits id: cms_2018)
# Source: mhostert/Heavy-Neutrino-Limits sheet Ue4
# Flavor: Ue
# Format: blank line separates "bottom" and "top" curves.
# mass_GeV  U2
# bottom
1.00368e+00  1.33191e-02
1.07878e+00  1.07467e-02
1.25765e+00  6.75523e-03
1.46778e+00  4.04218e-03
1.72566e+00  2.39934e-03
2.02885e+00  1.44272e-03
2.38531e+00  8.86410e-04
2.80440e+00  5.43439e-04
3.34600e+00  3.48597e-04
3.90505e+00  2.33866e-04
4.25545e+00  1.85894e-04
4.57786e+00  1.43794e-04
5.35823e+00  9.54455e-05
6.29966e+00  6.44754e-05
7.40649e+00  4.47920e-05
8.70778e+00  2.99982e-05
1.02377e+01  2.17582e-05
1.17826e+01  1.76064e-05
1.35401e+01  1.60745e-05
1.59190e+01  1.41182e-05
1.95877e+01  1.25438e-05
2.20043e+01  1.27886e-05
2.58704e+01  1.41398e-05
3.06403e+01  1.66592e-05
3.58706e+01  1.92358e-05
4.23184e+01  2.36933e-05
4.72110e+01  2.93841e-05
5.09787e+01  3.78187e-05
5.51966e+01  5.01907e-05
5.97096e+01  7.02045e-05
6.16429e+01  1.13591e-04
6.46339e+01  1.78549e-04
6.67866e+01  3.24347e-04
7.01855e+01  6.18930e-04
7.32134e+01  1.23163e-03
7.72316e+01  2.42723e-03
8.48232e+01  6.32314e-03
9.62659e+01  6.33812e-03
1.12681e+02  8.58102e-03
1.32479e+02  1.13828e-02
1.52355e+02  1.40342e-02
1.98500e+02  1.35619e-02
2.22989e+02  1.73653e-02
2.62168e+02  2.37200e-02
3.06481e+02  3.15787e-02
3.60328e+02  4.31186e-02
4.23637e+02  6.34756e-02
4.98069e+02  9.97147e-02
5.85578e+02  1.54880e-01
6.88461e+02  2.63775e-01
8.03489e+02  4.29721e-01
9.34291e+02  7.43270e-01
1.00411e+03  9.83175e-01
