# ATLAS \\(2022)  (HNLimits id: atlas_2022)
# Source: mhostert/Heavy-Neutrino-Limits sheet Ue4
# Flavor: Ue
# Format: blank line separates "bottom" and "top" curves.
# mass_GeV  U2
# bottom
1.27899e+01  5.95353e-07
1.27859e+01  5.83131e-07
1.27808e+01  5.71159e-07
1.27778e+01  5.65538e-07
1.27745e+01  5.59433e-07
1.27671e+01  5.47947e-07
1.27593e+01  5.37754e-07
1.27584e+01  5.36698e-07
1.27486e+01  5.25679e-07
1.27407e+01  5.18060e-07
1.27374e+01  5.14887e-07
1.27250e+01  5.04316e-07
1.27222e+01  5.02222e-07
1.27112e+01  4.93962e-07
1.27037e+01  4.88942e-07
1.26960e+01  4.83821e-07
1.26852e+01  4.77347e-07
1.26793e+01  4.73888e-07
1.26667e+01  4.67055e-07
1.26612e+01  4.64159e-07
1.26481e+01  4.57789e-07
1.26416e+01  4.54630e-07
1.26296e+01  4.49344e-07
1.26204e+01  4.45296e-07
1.26111e+01  4.41563e-07
1.25975e+01  4.36154e-07
1.25926e+01  4.34326e-07
1.25741e+01  4.27563e-07
1.25731e+01  4.27199e-07
1.25556e+01  4.21313e-07
1.25469e+01  4.18429e-07
1.25370e+01  4.15378e-07
1.25190e+01  4.09838e-07
1.25185e+01  4.09707e-07
1.25000e+01  4.04443e-07
1.24891e+01  4.01424e-07
1.24815e+01  3.99437e-07
1.24630e+01  3.94801e-07
1.24563e+01  3.93183e-07
1.24444e+01  3.90515e-07
1.24259e+01  3.86488e-07
1.24194e+01  3.85111e-07
1.24074e+01  3.82767e-07
1.23889e+01  3.79271e-07
1.23775e+01  3.77204e-07
1.23704e+01  3.75990e-07
1.23519e+01  3.72958e-07
1.23333e+01  3.70051e-07
1.23294e+01  3.69460e-07
1.23148e+01  3.67392e-07
1.22963e+01  3.64878e-07
1.22778e+01  3.62474e-07
1.22730e+01  3.61875e-07
1.22593e+01  3.60271e-07
1.22407e+01  3.58201e-07
1.22222e+01  3.56225e-07
1.22047e+01  3.54446e-07
1.22037e+01  3.54348e-07
1.21852e+01  3.52656e-07
1.21667e+01  3.51047e-07
1.21481e+01  3.49518e-07
1.21296e+01  3.48069e-07
1.21175e+01  3.47169e-07
1.21111e+01  3.46723e-07
1.20926e+01  3.45497e-07
1.20741e+01  3.44340e-07
1.20556e+01  3.43251e-07
1.20370e+01  3.42226e-07
1.20185e+01  3.41264e-07
1.20000e+01  3.40364e-07
1.19929e+01  3.40041e-07
1.19815e+01  3.39553e-07
1.19630e+01  3.38815e-07
1.19444e+01  3.38130e-07
1.19259e+01  3.37496e-07
1.19074e+01  3.36913e-07
1.18889e+01  3.36379e-07
1.18704e+01  3.35893e-07
1.18519e+01  3.35452e-07
1.18333e+01  3.35055e-07
1.18148e+01  3.34702e-07
1.17963e+01  3.34390e-07
1.17778e+01  3.34119e-07
1.17593e+01  3.33886e-07
1.17407e+01  3.33690e-07
1.17222e+01  3.33525e-07
1.17037e+01  3.33391e-07
1.16852e+01  3.33285e-07
1.16667e+01  3.33209e-07
1.16481e+01  3.33161e-07
1.16296e+01  3.33140e-07
1.16111e+01  3.33146e-07
1.15926e+01  3.33179e-07
1.15741e+01  3.33238e-07
1.15556e+01  3.33322e-07
1.15370e+01  3.33431e-07
1.15185e+01  3.33564e-07
1.15000e+01  3.33722e-07
1.14815e+01  3.33902e-07
1.14630e+01  3.34106e-07
1.14444e+01  3.34332e-07
1.14259e+01  3.34580e-07
1.14074e+01  3.34850e-07
1.13889e+01  3.35142e-07
1.13704e+01  3.35454e-07
1.13519e+01  3.35786e-07
1.13333e+01  3.36139e-07
1.11852e+01  3.39643e-07
1.11667e+01  3.40168e-07
1.11481e+01  3.40732e-07
1.11296e+01  3.41314e-07
1.11111e+01  3.41913e-07
1.10926e+01  3.42529e-07
1.10741e+01  3.43161e-07
1.10556e+01  3.43809e-07
1.10370e+01  3.44473e-07
1.10185e+01  3.45153e-07
1.10000e+01  3.45848e-07
1.09815e+01  3.46558e-07
1.09630e+01  3.47289e-07
1.09444e+01  3.48069e-07
1.09259e+01  3.48864e-07
1.09074e+01  3.49673e-07
1.08889e+01  3.50497e-07
1.08704e+01  3.51336e-07
1.08519e+01  3.52188e-07
1.08333e+01  3.53054e-07
1.08148e+01  3.53933e-07
1.08042e+01  3.54446e-07
1.07963e+01  3.54846e-07
1.07778e+01  3.55801e-07
1.07593e+01  3.56769e-07
1.07407e+01  3.57750e-07
1.07222e+01  3.58744e-07
1.07037e+01  3.59750e-07
1.06852e+01  3.60770e-07
1.06667e+01  3.61801e-07
1.06481e+01  3.62896e-07
1.06296e+01  3.64008e-07
1.06111e+01  3.65132e-07
1.05926e+01  3.66268e-07
1.05741e+01  3.67415e-07
1.05556e+01  3.68573e-07
1.05370e+01  3.69759e-07
1.05185e+01  3.71006e-07
1.05000e+01  3.72264e-07
1.04815e+01  3.73534e-07
1.04630e+01  3.74814e-07
1.04444e+01  3.76105e-07
1.04259e+01  3.77421e-07
1.04074e+01  3.78823e-07
1.03889e+01  3.80236e-07
1.03704e+01  3.81661e-07
1.03519e+01  3.83097e-07
1.03333e+01  3.84543e-07
1.03148e+01  3.86063e-07
1.02963e+01  3.87634e-07
1.02778e+01  3.89216e-07
1.02593e+01  3.90810e-07
1.02407e+01  3.92415e-07
1.02320e+01  3.93183e-07
1.02222e+01  3.94091e-07
1.02037e+01  3.95834e-07
1.01852e+01  3.97588e-07
1.01667e+01  3.99354e-07
1.01481e+01  4.01116e-07
1.01449e+01  4.01424e-07
1.01296e+01  4.02901e-07
1.01111e+01  4.04636e-07
1.00926e+01  4.06311e-07
1.00741e+01  4.07926e-07
1.00556e+01  4.09501e-07
1.00370e+01  4.11145e-07
1.00185e+01  4.12817e-07
1.00000e+01  4.14500e-07
9.98148e+00  4.16254e-07
9.96296e+00  4.18135e-07
9.94444e+00  4.20222e-07
9.92593e+00  4.22442e-07
9.90741e+00  4.24757e-07
9.88889e+00  4.27118e-07
9.87037e+00  4.29583e-07
9.85185e+00  4.32059e-07
9.83333e+00  4.34544e-07
9.81481e+00  4.37074e-07
9.79630e+00  4.39676e-07
9.77778e+00  4.42286e-07
9.75926e+00  4.44905e-07
