# ATLAS \\(2022)  (HNLimits id: atlas_2022)
# Scenario: 100, single electron-flavor dominance
# Nature: Majorana
# Category: experimental
# Source metadata: local_HNL_database.xlsx
# Source metadata SHA256: aa9346350fd2354af29b71c3a4c6d2da1c5454abd6cef3b780dd1dd858f56783
# Source URL: https://raw.githubusercontent.com/mhostert/Heavy-Neutrino-Limits/main/src/HNLimits/include/local_HNL_database.xlsx
# Transformations: HNLimits unit, CL, and Dirac/Majorana rules
# mass_GeV  U2
# bottom
1.27899195e+01  5.00142555e-07
1.27858827e+01  4.89874461e-07
1.27807545e+01  4.79817176e-07
1.27777778e+01  4.75095572e-07
1.27744899e+01  4.69966369e-07
1.27670570e+01  4.60317803e-07
1.27592593e+01  4.51754512e-07
1.27584386e+01  4.50867325e-07
1.27485663e+01  4.41610869e-07
1.27407407e+01  4.35209903e-07
1.27374334e+01  4.32544451e-07
1.27249841e+01  4.23664169e-07
1.27222222e+01  4.21904853e-07
1.27111764e+01  4.14966203e-07
1.27037037e+01  4.10748796e-07
1.26959781e+01  4.06446809e-07
1.26851852e+01  4.01008414e-07
1.26793429e+01  3.98102320e-07
1.26666667e+01  3.92362412e-07
1.26612260e+01  3.89929147e-07
1.26481481e+01  3.84578235e-07
1.26415831e+01  3.81923772e-07
1.26296296e+01  3.77483267e-07
1.26203711e+01  3.74082750e-07
1.26111111e+01  3.70946594e-07
1.25975480e+01  3.66402706e-07
1.25925926e+01  3.64867068e-07
1.25740741e+01  3.59185658e-07
1.25730705e+01  3.58880337e-07
1.25555556e+01  3.53935549e-07
1.25468898e+01  3.51512404e-07
1.25370370e+01  3.48949782e-07
1.25189793e+01  3.44295737e-07
1.25185185e+01  3.44185055e-07
1.25000000e+01  3.39763153e-07
1.24891375e+01  3.37227231e-07
1.24814815e+01  3.35557972e-07
1.24629630e+01  3.31663333e-07
1.24562601e+01  3.30303844e-07
1.24444444e+01  3.28062449e-07
1.24259259e+01  3.24679668e-07
1.24193531e+01  3.23522596e-07
1.24074074e+01  3.21553476e-07
1.23888889e+01  3.18616632e-07
1.23775055e+01  3.16880569e-07
1.23703704e+01  3.15860621e-07
1.23518519e+01  3.13313647e-07
1.23333333e+01  3.10871412e-07
1.23294185e+01  3.10374906e-07
1.23148148e+01  3.08637547e-07
1.22962963e+01  3.06525925e-07
1.22777778e+01  3.04505623e-07
1.22729734e+01  3.04002806e-07
1.22592593e+01  3.02655676e-07
1.22407407e+01  3.00916127e-07
1.22222222e+01  2.99256327e-07
1.22047297e+01  2.97761527e-07
1.22037037e+01  2.97679207e-07
1.21851852e+01  2.96257806e-07
1.21666667e+01  2.94906083e-07
1.21481481e+01  2.93622272e-07
1.21296296e+01  2.92404638e-07
1.21175076e+01  2.91648384e-07
1.21111111e+01  2.91273648e-07
1.20925926e+01  2.90244187e-07
1.20740741e+01  2.89272439e-07
1.20555556e+01  2.88356868e-07
1.20370370e+01  2.87495963e-07
1.20185185e+01  2.86688238e-07
1.20000000e+01  2.85932226e-07
1.19929024e+01  2.85660745e-07
1.19814815e+01  2.85250642e-07
1.19629630e+01  2.84630318e-07
1.19444444e+01  2.84054834e-07
1.19259259e+01  2.83522893e-07
1.19074074e+01  2.83033214e-07
1.18888889e+01  2.82584538e-07
1.18703704e+01  2.82175626e-07
1.18518519e+01  2.81805259e-07
1.18333333e+01  2.81472236e-07
1.18148148e+01  2.81175377e-07
1.17962963e+01  2.80913523e-07
1.17777778e+01  2.80685532e-07
1.17592593e+01  2.80490283e-07
1.17407407e+01  2.80325492e-07
1.17222222e+01  2.80187007e-07
1.17037037e+01  2.80073823e-07
1.16851852e+01  2.79985381e-07
1.16666667e+01  2.79921146e-07
1.16481481e+01  2.79880598e-07
1.16296296e+01  2.79863234e-07
1.16111111e+01  2.79868568e-07
1.15925926e+01  2.79896129e-07
1.15740741e+01  2.79945460e-07
1.15555556e+01  2.80016118e-07
1.15370370e+01  2.80107674e-07
1.15185185e+01  2.80219710e-07
1.15000000e+01  2.80351823e-07
1.14814815e+01  2.80503619e-07
1.14629630e+01  2.80674715e-07
1.14444444e+01  2.80864739e-07
1.14259259e+01  2.81073331e-07
1.14074074e+01  2.81300137e-07
1.13888889e+01  2.81544816e-07
1.13703704e+01  2.81807033e-07
1.13518519e+01  2.82086463e-07
1.13333333e+01  2.82382789e-07
1.11851852e+01  2.85326048e-07
1.11666667e+01  2.85766948e-07
1.11481481e+01  2.86241255e-07
1.11296296e+01  2.86730115e-07
1.11111111e+01  2.87233273e-07
1.10925926e+01  2.87750479e-07
1.10740741e+01  2.88281487e-07
1.10555556e+01  2.88826059e-07
1.10370370e+01  2.89383958e-07
1.10185185e+01  2.89954955e-07
1.10000000e+01  2.90538825e-07
1.09814815e+01  2.91135347e-07
1.09629630e+01  2.91749562e-07
1.09444444e+01  2.92404727e-07
1.09259259e+01  2.93072458e-07
1.09074074e+01  2.93752535e-07
1.08888889e+01  2.94444746e-07
1.08703704e+01  2.95148882e-07
1.08518519e+01  2.95864736e-07
1.08333333e+01  2.96592108e-07
1.08148148e+01  2.97330800e-07
1.08042052e+01  2.97761527e-07
1.07962963e+01  2.98097960e-07
1.07777778e+01  2.98899966e-07
1.07592593e+01  2.99713172e-07
1.07407407e+01  3.00537382e-07
1.07222222e+01  3.01372403e-07
1.07037037e+01  3.02218048e-07
1.06851852e+01  3.03074129e-07
1.06666667e+01  3.03940467e-07
1.06481481e+01  3.04860815e-07
1.06296296e+01  3.05794815e-07
1.06111111e+01  3.06738912e-07
1.05925926e+01  3.07692924e-07
1.05740741e+01  3.08656676e-07
1.05555556e+01  3.09629991e-07
1.05370370e+01  3.10626017e-07
1.05185185e+01  3.11673490e-07
1.05000000e+01  3.12730518e-07
1.04814815e+01  3.13796932e-07
1.04629630e+01  3.14872572e-07
1.04444444e+01  3.15957276e-07
1.04259259e+01  3.17062532e-07
1.04074074e+01  3.18240439e-07
1.03888889e+01  3.19427847e-07
1.03703704e+01  3.20624602e-07
1.03518519e+01  3.21830555e-07
1.03333333e+01  3.23045560e-07
1.03148148e+01  3.24322251e-07
1.02962963e+01  3.25642259e-07
1.02777778e+01  3.26971783e-07
1.02592593e+01  3.28310682e-07
1.02407407e+01  3.29658819e-07
1.02319705e+01  3.30303844e-07
1.02222222e+01  3.31066939e-07
1.02037037e+01  3.32530979e-07
1.01851852e+01  3.34004794e-07
1.01666667e+01  3.35488254e-07
1.01481481e+01  3.36967953e-07
1.01448638e+01  3.37227231e-07
1.01296296e+01  3.38467449e-07
1.01111111e+01  3.39925638e-07
1.00925926e+01  3.41332168e-07
1.00740741e+01  3.42689298e-07
1.00555556e+01  3.44012616e-07
1.00370370e+01  3.45393167e-07
1.00185185e+01  3.46797943e-07
1.00000000e+01  3.48211971e-07
9.98148148e+00  3.49685687e-07
9.96296296e+00  3.51265415e-07
9.94444444e+00  3.53019066e-07
9.92592593e+00  3.54883556e-07
9.90740741e+00  3.56828409e-07
9.88888889e+00  3.58811950e-07
9.87037037e+00  3.60882831e-07
9.85185185e+00  3.62963178e-07
9.83333333e+00  3.65050730e-07
9.81481481e+00  3.67175861e-07
9.79629630e+00  3.69361891e-07
9.77777778e+00  3.71554444e-07
9.75925926e+00  3.73754232e-07
9.74074074e+00  3.76033902e-07
9.72222222e+00  3.78332225e-07
9.70370370e+00  3.80637183e-07
9.69339697e+00  3.81923772e-07
9.68518519e+00  3.82987797e-07
9.66666667e+00  3.85392426e-07
9.64814815e+00  3.87804570e-07
9.62962963e+00  3.90231310e-07
9.61111111e+00  3.92747774e-07
9.59259259e+00  3.95277353e-07
9.57407407e+00  3.97797783e-07
9.55555556e+00  4.00432748e-07
9.53703704e+00  4.03081472e-07
9.51851852e+00  4.05726886e-07
9.50000000e+00  4.08469436e-07
9.48148148e+00  4.11244790e-07
9.46296296e+00  4.14014450e-07
9.44444444e+00  4.16872554e-07
9.42592593e+00  4.19772827e-07
