# SHiP HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# The SHiP upper branch is sampled with an extrema window and
# short sparse-raster gaps are log-interpolated from neighboring
# visible upper-edge pixels to avoid artificial branch toggles.
# mass_GeV  u2_min  u2_max
0.4140  1.605e-09  9.730e-04
0.4160  1.605e-09  9.730e-04
0.4180  1.605e-09  9.730e-04
0.4182  1.605e-09  9.730e-04
0.4200  1.605e-09  9.730e-04
0.4220  1.605e-09  9.730e-04
0.4240  1.605e-09  9.730e-04
0.4260  1.605e-09  9.730e-04
0.4262  1.605e-09  9.730e-04
0.4280  1.605e-09  9.730e-04
0.4300  1.605e-09  9.730e-04
0.4320  1.605e-09  9.730e-04
0.4340  1.605e-09  9.730e-04
0.4344  1.605e-09  9.730e-04
0.4360  1.605e-09  9.730e-04
0.4380  1.605e-09  9.730e-04
0.4400  1.605e-09  9.730e-04
0.4420  1.605e-09  9.730e-04
0.4428  1.605e-09  9.730e-04
0.4440  1.605e-09  9.730e-04
0.4460  1.605e-09  9.730e-04
0.4480  1.605e-09  9.730e-04
0.4500  1.086e-09  9.730e-04
0.4513  1.086e-09  9.730e-04
0.4600  1.086e-09  9.730e-04
0.4689  1.086e-09  9.730e-04
0.4779  1.070e-09  9.730e-04
0.4871  1.055e-09  9.730e-04
0.4965  1.028e-09  9.730e-04
0.5061  9.938e-10  9.730e-04
0.5158  9.603e-10  9.730e-04
0.5257  9.279e-10  9.730e-04
0.5359  9.009e-10  9.730e-04
0.5462  8.859e-10  9.730e-04
0.5567  8.735e-10  9.730e-04
0.5674  8.602e-10  9.730e-04
0.5784  8.544e-10  9.730e-04
0.5895  8.544e-10  9.730e-04
0.6008  8.544e-10  9.730e-04
0.6124  8.544e-10  9.730e-04
0.6242  8.544e-10  9.730e-04
0.6362  5.787e-10  9.730e-04
0.6485  5.787e-10  9.730e-04
0.6610  5.787e-10  9.730e-04
0.6737  5.679e-10  9.730e-04
0.6867  5.562e-10  9.730e-04
0.6999  5.383e-10  9.730e-04
0.7134  5.191e-10  9.730e-04
0.7271  4.963e-10  9.730e-04
0.7411  4.742e-10  9.730e-04
0.7554  4.594e-10  9.730e-04
0.7700  4.491e-10  9.730e-04
0.7848  4.390e-10  9.730e-04
0.7999  4.308e-10  9.730e-04
0.8153  4.296e-10  9.730e-04
0.8310  4.296e-10  9.728e-04
0.8470  4.296e-10  9.727e-04
0.8633  4.296e-10  9.726e-04
0.8799  1.461e-10  9.723e-04
0.8969  1.461e-10  9.669e-04
0.9142  1.461e-10  9.669e-04
0.9318  1.461e-10  9.669e-04
0.9497  1.461e-10  9.669e-04
0.9680  1.461e-10  9.669e-04
0.9867  2.054e-10  9.669e-04
1.0056  1.965e-10  9.669e-04
1.0250  1.880e-10  9.669e-04
1.0448  1.833e-10  9.669e-04
1.0649  1.783e-10  9.669e-04
1.0854  1.738e-10  9.669e-04
1.1063  1.722e-10  9.669e-04
1.1276  1.722e-10  9.669e-04
1.1493  1.722e-10  9.669e-04
1.1715  1.722e-10  9.669e-04
1.1940  1.030e-10  9.669e-04
1.2170  1.030e-10  9.669e-04
1.2405  1.030e-10  9.669e-04
1.2643  1.010e-10  9.669e-04
1.2887  9.920e-11  9.669e-04
1.3135  9.671e-11  9.609e-04
1.3388  9.376e-11  9.609e-04
1.3646  9.076e-11  9.613e-04
1.3909  8.820e-11  9.629e-04
1.4177  8.610e-11  9.636e-04
1.4450  8.500e-11  9.636e-04
1.4728  8.413e-11  9.636e-04
1.5011  8.360e-11  9.636e-04
1.5301  8.337e-11  9.636e-04
1.5595  8.337e-11  9.636e-04
1.5896  8.337e-11  9.633e-04
1.6000  8.337e-11  9.633e-04
1.6020  8.337e-11  9.633e-04
