# ANUBIS HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# mass_GeV  u2_min  u2_max
1.8080  4.125e-07  1.362e-03
1.8100  4.069e-07  1.339e-03
1.8120  4.069e-07  1.339e-03
1.8140  4.069e-07  1.339e-03
1.8160  4.016e-07  1.306e-03
1.8167  4.016e-07  1.306e-03
1.8180  4.016e-07  1.306e-03
1.8200  3.972e-07  1.267e-03
1.8220  3.972e-07  1.267e-03
1.8240  3.972e-07  1.267e-03
1.8260  3.934e-07  1.219e-03
1.8280  3.934e-07  1.219e-03
1.8300  3.893e-07  1.169e-03
1.8320  3.893e-07  1.169e-03
1.8340  3.893e-07  1.169e-03
1.8360  3.857e-07  1.126e-03
1.8380  3.857e-07  1.126e-03
1.8400  3.818e-07  1.088e-03
1.8420  3.818e-07  1.088e-03
1.8440  3.818e-07  1.088e-03
1.8460  3.780e-07  1.058e-03
1.8480  3.780e-07  1.058e-03
1.8500  3.741e-07  1.040e-03
1.8516  3.741e-07  1.040e-03
1.8520  3.741e-07  1.040e-03
1.8540  3.741e-07  1.040e-03
1.8560  3.702e-07  1.032e-03
1.8580  3.702e-07  1.032e-03
1.8600  3.702e-07  1.032e-03
1.8620  3.656e-07  1.027e-03
1.8640  3.656e-07  1.027e-03
1.8660  3.607e-07  1.024e-03
1.8680  3.607e-07  1.024e-03
1.8700  3.607e-07  1.024e-03
1.8720  3.557e-07  1.024e-03
1.8740  3.557e-07  1.024e-03
1.8760  3.510e-07  1.024e-03
1.8780  3.510e-07  1.024e-03
1.8800  3.510e-07  1.024e-03
1.8820  3.477e-07  1.021e-03
1.8840  3.477e-07  1.021e-03
1.8860  3.477e-07  1.021e-03
1.8873  3.455e-07  1.016e-03
1.8880  3.455e-07  1.016e-03
1.8900  3.455e-07  1.016e-03
1.8920  3.455e-07  1.010e-03
1.8940  3.455e-07  1.010e-03
1.8960  3.455e-07  1.010e-03
1.8980  3.455e-07  9.924e-04
1.9000  3.455e-07  9.924e-04
1.9020  3.455e-07  9.924e-04
1.9040  3.455e-07  9.677e-04
1.9060  3.455e-07  9.677e-04
1.9080  3.455e-07  9.380e-04
1.9100  3.455e-07  9.380e-04
1.9120  3.455e-07  9.380e-04
1.9140  3.455e-07  9.017e-04
1.9160  3.455e-07  9.017e-04
1.9180  3.455e-07  9.017e-04
1.9200  3.421e-07  8.639e-04
1.9220  3.421e-07  8.639e-04
1.9237  3.385e-07  8.304e-04
1.9240  3.385e-07  8.304e-04
1.9260  3.385e-07  8.304e-04
1.9280  3.385e-07  8.304e-04
1.9300  3.342e-07  8.013e-04
1.9320  3.342e-07  8.013e-04
1.9340  3.342e-07  8.013e-04
1.9360  3.295e-07  7.811e-04
1.9380  3.295e-07  7.811e-04
1.9400  3.250e-07  7.673e-04
1.9420  3.250e-07  7.673e-04
1.9440  3.250e-07  7.673e-04
1.9460  3.213e-07  7.617e-04
1.9480  3.213e-07  7.617e-04
1.9500  3.213e-07  7.617e-04
1.9520  3.182e-07  7.582e-04
1.9540  3.182e-07  7.582e-04
1.9560  3.148e-07  7.559e-04
1.9580  3.148e-07  7.559e-04
1.9600  3.148e-07  7.559e-04
1.9607  3.148e-07  7.559e-04
1.9620  3.118e-07  7.542e-04
1.9640  3.118e-07  7.542e-04
1.9660  3.118e-07  7.542e-04
1.9680  3.086e-07  7.542e-04
1.9700  3.086e-07  7.542e-04
1.9720  3.086e-07  7.542e-04
1.9740  3.054e-07  7.519e-04
1.9760  3.054e-07  7.519e-04
1.9780  3.021e-07  7.482e-04
1.9800  3.021e-07  7.482e-04
1.9820  3.021e-07  7.482e-04
1.9840  2.989e-07  7.439e-04
1.9860  2.989e-07  7.439e-04
1.9880  2.989e-07  7.439e-04
1.9900  2.952e-07  7.309e-04
