# FASER2 HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# FASER2 and FLArE contours overlap to within line width across
# most of the mass range; values are co-located with FLArE_Umu.dat.
# mass_GeV  u2_min  u2_max
1.9120  6.511e-08  5.278e-04
1.9140  6.752e-08  5.139e-04
1.9160  6.752e-08  5.139e-04
1.9180  6.752e-08  5.139e-04
1.9200  6.959e-08  4.995e-04
1.9220  6.959e-08  4.995e-04
1.9237  7.157e-08  4.833e-04
1.9240  7.157e-08  4.833e-04
1.9260  7.157e-08  4.833e-04
1.9280  7.157e-08  4.833e-04
1.9300  7.304e-08  4.675e-04
1.9320  7.304e-08  4.675e-04
1.9340  7.304e-08  4.675e-04
1.9360  7.426e-08  4.527e-04
1.9380  7.426e-08  4.527e-04
1.9400  7.566e-08  4.409e-04
1.9420  7.566e-08  4.409e-04
1.9440  7.566e-08  4.409e-04
1.9460  7.718e-08  4.314e-04
1.9480  7.718e-08  4.314e-04
1.9500  7.718e-08  4.314e-04
1.9520  7.897e-08  4.208e-04
1.9540  7.897e-08  4.208e-04
1.9560  8.082e-08  4.096e-04
1.9580  8.082e-08  4.096e-04
1.9600  8.082e-08  4.096e-04
1.9607  8.082e-08  4.096e-04
1.9620  8.266e-08  3.961e-04
1.9640  8.266e-08  3.961e-04
1.9660  8.266e-08  3.961e-04
1.9680  8.445e-08  3.817e-04
1.9700  8.445e-08  3.817e-04
1.9720  8.445e-08  3.817e-04
1.9740  8.612e-08  3.668e-04
1.9760  8.612e-08  3.668e-04
1.9780  8.815e-08  3.518e-04
1.9800  8.815e-08  3.518e-04
1.9820  8.815e-08  3.518e-04
1.9840  9.039e-08  3.381e-04
1.9860  9.039e-08  3.381e-04
1.9880  9.039e-08  3.381e-04
1.9900  9.285e-08  3.268e-04
1.9920  9.285e-08  3.268e-04
1.9940  9.285e-08  3.268e-04
1.9960  9.561e-08  3.159e-04
1.9980  9.561e-08  3.159e-04
1.9985  9.561e-08  3.159e-04
2.0000  9.862e-08  3.057e-04
