# FASER2 HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Method: vector extraction from PDF path operators (PyMuPDF)
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# FASER2 and FLArE contours overlap closely; vector paths give two
# independent extractions and reveal whether/where they differ.
# mass_GeV  u2_min  u2_max
1.8040  2.809e-08  1.284e-03
1.8060  2.853e-08  1.265e-03
1.8080  2.898e-08  1.246e-03
1.8100  2.943e-08  1.227e-03
1.8120  2.989e-08  1.208e-03
1.8140  3.036e-08  1.190e-03
1.8160  3.083e-08  1.172e-03
1.8167  3.099e-08  1.166e-03
1.8180  3.131e-08  1.154e-03
1.8200  3.180e-08  1.136e-03
1.8220  3.229e-08  1.119e-03
1.8240  3.279e-08  1.102e-03
1.8260  3.330e-08  1.086e-03
1.8280  3.381e-08  1.069e-03
1.8300  3.434e-08  1.053e-03
1.8320  3.487e-08  1.037e-03
1.8340  3.540e-08  1.022e-03
1.8360  3.595e-08  1.007e-03
1.8369  3.618e-08  1.000e-03
1.8380  3.650e-08  9.906e-04
1.8400  3.706e-08  9.743e-04
1.8420  3.763e-08  9.583e-04
1.8440  3.821e-08  9.425e-04
1.8460  3.879e-08  9.271e-04
1.8480  3.939e-08  9.119e-04
1.8494  3.981e-08  9.013e-04
1.8500  4.000e-08  8.969e-04
1.8516  4.052e-08  8.849e-04
1.8520  4.064e-08  8.823e-04
1.8540  4.129e-08  8.679e-04
1.8560  4.195e-08  8.537e-04
1.8580  4.261e-08  8.398e-04
1.8600  4.329e-08  8.261e-04
1.8620  4.398e-08  8.127e-04
1.8640  4.468e-08  7.995e-04
1.8660  4.539e-08  7.865e-04
1.8680  4.611e-08  7.738e-04
1.8700  4.684e-08  7.612e-04
1.8720  4.758e-08  7.489e-04
1.8740  4.834e-08  7.368e-04
1.8760  4.910e-08  7.249e-04
1.8780  4.988e-08  7.132e-04
1.8800  5.066e-08  7.017e-04
1.8820  5.146e-08  6.904e-04
1.8840  5.227e-08  6.793e-04
1.8860  5.309e-08  6.684e-04
1.8873  5.363e-08  6.614e-04
1.8880  5.392e-08  6.577e-04
1.8900  5.477e-08  6.472e-04
1.8920  5.563e-08  6.368e-04
1.8931  5.612e-08  6.310e-04
1.8940  5.650e-08  6.264e-04
1.8960  5.738e-08  6.159e-04
1.8980  5.828e-08  6.056e-04
1.9000  5.918e-08  5.954e-04
1.9020  6.011e-08  5.854e-04
1.9040  6.104e-08  5.757e-04
1.9060  6.199e-08  5.660e-04
1.9080  6.295e-08  5.566e-04
1.9083  6.310e-08  5.552e-04
1.9100  6.398e-08  5.473e-04
1.9120  6.503e-08  5.382e-04
1.9140  6.609e-08  5.293e-04
1.9160  6.717e-08  5.205e-04
1.9180  6.827e-08  5.118e-04
1.9200  6.938e-08  5.033e-04
1.9220  7.051e-08  4.950e-04
1.9237  7.146e-08  4.882e-04
1.9240  7.166e-08  4.868e-04
1.9260  7.282e-08  4.788e-04
1.9280  7.401e-08  4.709e-04
1.9300  7.521e-08  4.631e-04
1.9320  7.643e-08  4.555e-04
1.9340  7.766e-08  4.480e-04
1.9360  7.892e-08  4.406e-04
1.9380  8.020e-08  4.333e-04
1.9400  8.149e-08  4.262e-04
1.9420  8.280e-08  4.192e-04
1.9440  8.414e-08  4.124e-04
1.9460  8.549e-08  4.056e-04
1.9480  8.687e-08  3.990e-04
1.9483  8.705e-08  3.981e-04
1.9500  8.826e-08  3.925e-04
1.9520  8.968e-08  3.860e-04
1.9540  9.111e-08  3.797e-04
1.9560  9.257e-08  3.735e-04
1.9580  9.405e-08  3.674e-04
1.9600  9.555e-08  3.614e-04
1.9607  9.609e-08  3.594e-04
1.9620  9.708e-08  3.555e-04
1.9640  9.863e-08  3.498e-04
1.9657  1.000e-07  3.448e-04
1.9660  1.002e-07  3.441e-04
1.9680  1.020e-07  3.385e-04
1.9700  1.038e-07  3.330e-04
1.9720  1.056e-07  3.276e-04
1.9740  1.075e-07  3.223e-04
1.9760  1.094e-07  3.171e-04
1.9780  1.113e-07  3.119e-04
1.9800  1.133e-07  3.069e-04
1.9820  1.153e-07  3.020e-04
1.9840  1.173e-07  2.971e-04
1.9860  1.194e-07  2.923e-04
1.9880  1.215e-07  2.876e-04
1.9900  1.236e-07  2.830e-04
1.9920  1.257e-07  2.784e-04
1.9940  1.279e-07  2.740e-04
1.9953  1.294e-07  2.712e-04
1.9960  1.294e-07  2.704e-04
1.9980  1.294e-07  2.682e-04
1.9985  1.295e-07  2.677e-04
2.0000  1.295e-07  2.660e-04
2.0140  1.300e-07  2.512e-04
2.0370  1.307e-07  2.293e-04
2.0762  1.320e-07  1.967e-04
2.1162  1.333e-07  1.687e-04
2.1326  1.339e-07  1.585e-04
2.1569  1.347e-07  1.456e-04
2.1985  1.360e-07  1.262e-04
2.2387  1.373e-07  1.101e-04
2.2408  1.375e-07  1.093e-04
2.2642  1.404e-07  1.000e-04
2.2840  1.429e-07  9.279e-05
2.3279  1.485e-07  7.877e-05
2.3728  1.543e-07  6.686e-05
2.3888  1.564e-07  6.310e-05
2.4049  1.585e-07  5.972e-05
2.4185  1.610e-07  5.703e-05
2.4651  1.697e-07  4.878e-05
2.5119  1.787e-07  4.181e-05
2.5125  1.790e-07  4.171e-05
2.5255  1.838e-07  3.981e-05
2.5609  1.975e-07  3.466e-05
2.6103  2.179e-07  2.868e-05
2.6453  2.334e-07  2.512e-05
2.6605  2.404e-07  2.363e-05
2.6832  2.512e-07  2.159e-05
2.7118  2.705e-07  1.929e-05
2.7623  3.079e-07  1.585e-05
2.7640  3.093e-07  1.573e-05
2.8172  3.536e-07  1.257e-05
2.8184  3.546e-07  1.251e-05
2.8607  3.981e-07  1.049e-05
2.8715  4.154e-07  1.003e-05
2.8723  4.166e-07  1.000e-05
2.9268  5.148e-07  7.601e-06
2.9644  5.943e-07  6.310e-06
2.9802  6.310e-07  5.681e-06
2.9831  6.429e-07  5.570e-06
3.0344  8.841e-07  3.981e-06
3.0406  9.187e-07  3.718e-06
3.0544  1.000e-06  3.197e-06
3.0766  1.395e-06  2.512e-06
3.0851  1.585e-06  1.585e-06
