# CODEX-b HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Method: vector extraction from PDF path operators (PyMuPDF)
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# mass_GeV  u2_min  u2_max
1.8400  1.950e-08  1.516e-04
1.8420  1.962e-08  1.512e-04
1.8440  1.973e-08  1.509e-04
1.8460  1.985e-08  1.506e-04
1.8480  1.997e-08  1.502e-04
1.8500  2.009e-08  1.499e-04
1.8516  2.018e-08  1.496e-04
1.8520  2.021e-08  1.496e-04
1.8540  2.033e-08  1.492e-04
1.8560  2.045e-08  1.489e-04
1.8580  2.057e-08  1.486e-04
1.8600  2.069e-08  1.482e-04
1.8620  2.081e-08  1.479e-04
1.8640  2.093e-08  1.476e-04
1.8660  2.106e-08  1.473e-04
1.8680  2.118e-08  1.469e-04
1.8700  2.130e-08  1.466e-04
1.8720  2.143e-08  1.463e-04
1.8740  2.155e-08  1.460e-04
1.8760  2.168e-08  1.456e-04
1.8780  2.181e-08  1.453e-04
1.8800  2.193e-08  1.450e-04
1.8820  2.206e-08  1.447e-04
1.8840  2.219e-08  1.444e-04
1.8860  2.232e-08  1.441e-04
1.8873  2.240e-08  1.438e-04
1.8880  2.245e-08  1.437e-04
1.8900  2.258e-08  1.434e-04
1.8920  2.271e-08  1.431e-04
1.8940  2.284e-08  1.428e-04
1.8960  2.298e-08  1.425e-04
1.8980  2.311e-08  1.422e-04
1.9000  2.324e-08  1.419e-04
1.9020  2.338e-08  1.416e-04
1.9040  2.351e-08  1.413e-04
1.9060  2.365e-08  1.410e-04
1.9080  2.378e-08  1.406e-04
1.9100  2.392e-08  1.403e-04
1.9120  2.406e-08  1.400e-04
1.9140  2.419e-08  1.397e-04
1.9160  2.433e-08  1.394e-04
1.9180  2.447e-08  1.391e-04
1.9200  2.461e-08  1.388e-04
1.9220  2.475e-08  1.385e-04
1.9237  2.487e-08  1.383e-04
1.9240  2.489e-08  1.382e-04
1.9260  2.504e-08  1.379e-04
1.9280  2.518e-08  1.377e-04
1.9300  2.532e-08  1.374e-04
1.9320  2.547e-08  1.371e-04
1.9340  2.561e-08  1.368e-04
1.9360  2.576e-08  1.365e-04
1.9380  2.590e-08  1.362e-04
1.9400  2.605e-08  1.359e-04
1.9420  2.620e-08  1.356e-04
1.9440  2.634e-08  1.353e-04
1.9460  2.649e-08  1.350e-04
1.9480  2.664e-08  1.348e-04
1.9500  2.679e-08  1.345e-04
1.9520  2.694e-08  1.342e-04
