# FLArE HNL |Umu|^2 sensitivity (BC7 benchmark)
# Digitized from arXiv:2505.00947v2, fig:pbc_bc7_gray_final, 2026-06-06
# Method: vector extraction from PDF path operators (PyMuPDF)
# Source file: Figures/5-PhysicsReach/BSM_benchmarks/pbc_bc7_gray_final.pdf
# FLArE and FASER2 contours overlap closely; vector paths give two
# independent extractions and reveal whether/where they differ.
# mass_GeV  u2_min  u2_max
1.8520  4.272e-08  8.606e-04
1.8540  4.339e-08  8.466e-04
1.8560  4.407e-08  8.328e-04
1.8580  4.476e-08  8.193e-04
1.8600  4.547e-08  8.061e-04
1.8620  4.618e-08  7.930e-04
1.8640  4.690e-08  7.802e-04
1.8660  4.763e-08  7.676e-04
1.8680  4.838e-08  7.553e-04
1.8700  4.913e-08  7.431e-04
1.8720  4.990e-08  7.311e-04
1.8740  5.067e-08  7.194e-04
1.8760  5.146e-08  7.078e-04
1.8780  5.226e-08  6.965e-04
1.8800  5.307e-08  6.853e-04
1.8820  5.389e-08  6.744e-04
1.8840  5.473e-08  6.636e-04
1.8860  5.557e-08  6.530e-04
1.8873  5.613e-08  6.462e-04
1.8880  5.643e-08  6.426e-04
1.8900  5.730e-08  6.323e-04
1.8903  5.742e-08  6.310e-04
1.8920  5.819e-08  6.218e-04
1.8940  5.908e-08  6.114e-04
1.8960  5.999e-08  6.012e-04
1.8980  6.091e-08  5.912e-04
1.9000  6.185e-08  5.814e-04
1.9020  6.280e-08  5.717e-04
1.9026  6.310e-08  5.687e-04
1.9040  6.380e-08  5.622e-04
1.9060  6.483e-08  5.529e-04
1.9080  6.587e-08  5.437e-04
1.9100  6.693e-08  5.347e-04
1.9120  6.801e-08  5.259e-04
1.9140  6.910e-08  5.172e-04
1.9160  7.021e-08  5.086e-04
1.9180  7.134e-08  5.003e-04
1.9200  7.248e-08  4.920e-04
1.9220  7.364e-08  4.839e-04
1.9237  7.462e-08  4.773e-04
1.9240  7.482e-08  4.760e-04
1.9260  7.602e-08  4.681e-04
1.9280  7.723e-08  4.605e-04
1.9300  7.846e-08  4.529e-04
1.9320  7.971e-08  4.455e-04
1.9340  8.098e-08  4.382e-04
1.9360  8.227e-08  4.311e-04
1.9380  8.358e-08  4.240e-04
1.9400  8.490e-08  4.171e-04
1.9420  8.625e-08  4.103e-04
1.9440  8.761e-08  4.036e-04
1.9457  8.878e-08  3.981e-04
1.9460  8.900e-08  3.971e-04
1.9480  9.040e-08  3.907e-04
1.9500  9.183e-08  3.843e-04
1.9520  9.328e-08  3.781e-04
1.9540  9.475e-08  3.721e-04
1.9560  9.624e-08  3.661e-04
1.9580  9.775e-08  3.602e-04
1.9600  9.929e-08  3.544e-04
1.9607  9.983e-08  3.524e-04
1.9609  1.000e-07  3.518e-04
1.9620  1.009e-07  3.487e-04
1.9640  1.027e-07  3.431e-04
1.9660  1.044e-07  3.376e-04
1.9680  1.062e-07  3.322e-04
1.9700  1.081e-07  3.269e-04
1.9720  1.099e-07  3.217e-04
1.9740  1.118e-07  3.165e-04
1.9760  1.138e-07  3.115e-04
1.9780  1.157e-07  3.065e-04
1.9800  1.177e-07  3.017e-04
1.9820  1.197e-07  2.969e-04
1.9840  1.218e-07  2.921e-04
1.9860  1.238e-07  2.875e-04
1.9880  1.260e-07  2.830e-04
1.9900  1.281e-07  2.785e-04
1.9920  1.303e-07  2.741e-04
1.9940  1.325e-07  2.697e-04
1.9953  1.339e-07  2.670e-04
1.9960  1.340e-07  2.662e-04
1.9980  1.340e-07  2.640e-04
1.9985  1.341e-07  2.635e-04
2.0000  1.341e-07  2.619e-04
2.0101  1.345e-07  2.512e-04
2.0370  1.357e-07  2.255e-04
2.0762  1.373e-07  1.931e-04
2.1162  1.389e-07  1.654e-04
2.1274  1.394e-07  1.585e-04
2.1569  1.406e-07  1.430e-04
2.1985  1.422e-07  1.240e-04
2.2387  1.438e-07  1.082e-04
2.2408  1.441e-07  1.074e-04
2.2598  1.461e-07  1.000e-04
2.2840  1.488e-07  9.131e-05
2.3279  1.537e-07  7.757e-05
2.3709  1.585e-07  6.635e-05
2.3728  1.588e-07  6.590e-05
2.3849  1.607e-07  6.310e-05
2.4185  1.660e-07  5.626e-05
2.4651  1.736e-07  4.812e-05
2.5119  1.814e-07  4.124e-05
2.5125  1.816e-07  4.115e-05
2.5217  1.851e-07  3.981e-05
2.5609  2.007e-07  3.420e-05
2.6103  2.218e-07  2.834e-05
2.6424  2.366e-07  2.512e-05
2.6605  2.452e-07  2.337e-05
2.6729  2.512e-07  2.226e-05
2.7118  2.782e-07  1.911e-05
2.7602  3.153e-07  1.585e-05
2.7640  3.184e-07  1.560e-05
2.8172  3.644e-07  1.247e-05
2.8184  3.654e-07  1.241e-05
2.8498  3.981e-07  1.088e-05
2.8702  4.312e-07  1.000e-05
2.8715  4.333e-07  9.937e-06
2.9268  5.361e-07  7.531e-06
2.9627  6.142e-07  6.310e-06
2.9698  6.310e-07  6.015e-06
2.9831  6.845e-07  5.507e-06
3.0325  9.232e-07  3.981e-06
3.0406  9.689e-07  3.633e-06
3.0459  1.000e-06  3.422e-06
3.0734  1.460e-06  2.512e-06
